as_of_date,trading_date,symbol,company,closing_price,free_float_shares,ord_shares,free_float_pct,free_float_market_cap,avg_volume_6m,trading_days_ratio,listing_days_in_sample,is_defaulter_unknown,is_suspended_unknown,is_cdc_eligible_unknown,impact_cost_avg_6m_unknown,elig_listing_age,elig_free_float_min,elig_trading_ratio,elig_defaulter,elig_suspension,elig_cdc,elig_impact_cost,eligible,score_ff_mcap,score_liquidity_proxy,final_score,rank,is_constituent
2023-12-31,2024-01-01,PSO,Pakistan State Oil Co Ltd.,189.96,211262985.0,211262985.0,1.0,40131516630.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2990551596095929,1.0,0.6495275798047965,17.0,True
2023-12-31,2024-01-01,SNGP,Sui Northern Gas Pipelines Limited,79.03,285397499.0,285397499.0,1.0,22554964345.97,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14109149944579175,1.0,0.5705457497228958,19.0,True
2023-12-31,2024-01-01,SYS,Systems Limited,447.75,174154620.0,174154620.0,1.0,77977731105.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6391859466324987,1.0,0.8195929733162494,7.0,True
2023-12-31,2024-01-01,TRG,TRG Pakistan Ltd.,85.0,381773466.0,381773466.0,1.0,32450744610.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.23002666974365604,1.0,0.6150133348718281,18.0,True
2023-12-31,2024-01-01,UBL,United Bank Limited,184.32,489671875.0,489671875.0,1.0,90256320000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7495358498496889,1.0,0.8747679249248445,2.0,True
2024-06-30,2024-07-01,ATRL,Attock Refinery Limited,351.89,42646500.0,42646500.0,1.0,15006876885.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,24.0,True
2024-06-30,2024-07-01,BAFL,Bank Alfalah Limited,68.86,709724304.0,709724304.0,1.0,48871615573.44,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2348413719487237,1.0,0.6174206859743618,17.0,True
2024-06-30,2024-07-01,BAHL,Bank Al-Habib Ltd.,112.98,777997791.0,777997791.0,1.0,87898190427.18,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5054784633915826,1.0,0.7527392316957913,8.0,True
2024-06-30,2024-07-01,CHCC,Cherat Cement Company Limited,158.53,116577023.0,116577023.0,1.0,18480955456.19,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.024091648408154424,1.0,0.5120458242040772,21.0,True
2024-06-30,2024-07-01,COLG,Colgate-Palmolive (Pakistan) Limited,1216.8,24277327.0,24277327.0,1.0,29540651493.6,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,DGKC,D. G. Khan Cement Co. Ltd.,89.74,219059559.0,219059559.0,1.0,19658404824.66,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.032256891543074685,1.0,0.5161284457715374,20.0,True
2024-06-30,2024-07-01,EFERT,Engro Fertilizers Limited,170.09,600884719.0,600884719.0,1.0,102204481854.71,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6046881202930924,1.0,0.8023440601465461,5.0,True
2024-06-30,2024-07-01,ENGRO,Engro Corporation Limited.,329.15,268313234.0,268313234.0,1.0,88315300971.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5083709945665505,1.0,0.7541854972832753,7.0,True
2024-06-30,2024-07-01,FFC,Fauji Fertilizer Company Limited,163.66,699731036.0,699731036.0,1.0,114517981351.76,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.6900783883823084,1.0,0.8450391941911541,3.0,True
2024-06-30,2024-07-01,HBL,Habib Bank Limited,125.07,586741003.0,586741003.0,1.0,73383697245.21,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.40482499243603143,1.0,0.7024124962180157,12.0,True
2024-06-30,2024-07-01,HUBC,The Hub Power Company Limited,163.65,972865790.0,972865790.0,1.0,159209486533.5,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True
2024-06-30,2024-07-01,LUCK,Lucky Cement Limited.,898.99,87900000.0,87900000.0,1.0,79021221000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.44391945659678206,1.0,0.7219597282983911,11.0,True
2024-06-30,2024-07-01,MARI,Mari Petroleum Company Ltd.,2690.85,26680500.0,26680500.0,1.0,71793223425.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3937955538975275,1.0,0.6968977769487638,14.0,True
2024-06-30,2024-07-01,MCB,MCB Bank Limited,229.44,414771002.0,414771002.0,1.0,95165058698.88,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5558719222160333,1.0,0.7779359611080167,6.0,True
2024-06-30,2024-07-01,MEBL,Meezan Bank Limited,238.4,447813299.0,447813299.0,1.0,106758690481.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.636270132837741,1.0,0.8181350664188705,4.0,True
2024-06-30,2024-07-01,MLCF,Maple Leaf Cement Factory Ltd.,37.77,471403174.0,471403174.0,1.0,17804897881.98,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.019403400561198544,1.0,0.5097017002805992,23.0,True
2024-06-30,2024-07-01,MTL,Millat Tractors Limited,633.03,86309203.0,86309203.0,1.0,54636314775.09,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2748177580606096,1.0,0.6374088790303047,16.0,True
2024-06-30,2024-07-01,NRL,National Refinary Ltd.,263.49,26265589.0,26265589.0,1.0,6920720045.61,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,OGDC,Oil & Gas Development Company Limited,135.53,645139260.0,645139260.0,1.0,87435723907.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5022714027114239,1.0,0.751135701355712,9.0,True
2024-06-30,2024-07-01,POL,Pakistan Oilfields Limited,489.24,129883986.0,129883986.0,1.0,63544441310.64,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3365928296578847,1.0,0.6682964148289423,15.0,True
2024-06-30,2024-07-01,PPL,Pakistan Petroleum Limited.,120.85,668051546.0,668051546.0,1.0,80734029334.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.45579724673022726,1.0,0.7278986233651137,10.0,True
2024-06-30,2024-07-01,PRL,Pakistan Refinery Limited,23.25,227110325.0,227110325.0,1.0,5280315056.25,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,PSO,Pakistan State Oil Co Ltd.,164.51,211262985.0,211262985.0,1.0,34754873662.35,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.13694618166402522,1.0,0.5684730908320126,18.0,True
2024-06-30,2024-07-01,SEARL,The Searle Company Ltd.,58.15,230172491.0,230172491.0,1.0,13384530351.65,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,SHEL,Shell Pakistan Limited,134.08,53506166.0,53506166.0,1.0,7174106737.28,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,SNGP,Sui Northern Gas Pipelines Limited,64.14,285397499.0,285397499.0,1.0,18305395585.86,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.022874195611995374,1.0,0.5114370978059977,22.0,True
2024-06-30,2024-07-01,SYS,Systems Limited,417.85,174767220.0,174767220.0,1.0,73026482877.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.40234782250768736,1.0,0.7011739112538437,13.0,True
2024-06-30,2024-07-01,TPLP,TPL Properties Limited,8.86,224434750.0,224434750.0,1.0,1988491885.0,,0.5630252100840336,108,,,,,True,True,False,True,True,True,True,False,,,,,
2024-06-30,2024-07-01,TRG,TRG Pakistan Ltd.,61.74,381773466.0,381773466.0,1.0,23570693790.84,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.05938739199460168,1.0,0.5296936959973009,19.0,True
2024-06-30,2024-07-01,UBL,United Bank Limited,259.09,489671875.0,489671875.0,1.0,126869086093.75,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7757294370845222,1.0,0.8878647185422611,2.0,True
2024-12-31,2024-12-31,AIRLINK,Air Link Communication Limited,220.0,98817308.0,98817308.0,1.0,21739807760.0,,0.047619047619047616,8,,,,,False,True,False,True,True,True,True,False,,,,,
2024-12-31,2024-12-31,ATRL,Attock Refinery Limited,711.32,42646500.0,42646500.0,1.0,30335308380.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07288660864392985,1.0,0.536443304321965,20.0,True
2024-12-31,2024-12-31,BAFL,Bank Alfalah Limited,83.33,709724304.0,709724304.0,1.0,59141326252.32,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1674385620828832,1.0,0.5837192810414416,17.0,True
2024-12-31,2024-12-31,BAHL,Bank Al-Habib Ltd.,131.43,777997791.0,777997791.0,1.0,102252249671.13,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3089444808069874,1.0,0.6544722404034937,13.0,True
2024-12-31,2024-12-31,DGKC,D. G. Khan Cement Co. Ltd.,104.92,219059559.0,219059559.0,1.0,22983728930.28,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.048756018955563835,1.0,0.5243780094777819,22.0,True
2024-12-31,2024-12-31,EFERT,Engro Fertilizers Limited,204.19,600884719.0,600884719.0,1.0,122694650772.61,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.376043965563777,1.0,0.6880219827818885,7.0,True
2024-12-31,2024-12-31,ENGRO,Engro Corporation Limited.,445.28,268313234.0,268313234.0,1.0,119474516835.52,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3654743007306695,1.0,0.6827371503653348,8.0,True
2024-12-31,2024-12-31,FCCL,Fauji Cement Company Limited,36.58,858496527.0,858496527.0,1.0,31403802957.66,,0.5952380952380952,106,,,,,True,True,False,True,True,True,True,False,,,,,
2024-12-31,2024-12-31,FFC,Fauji Fertilizer Company Limited,366.32,853865218.0,853865218.0,1.0,312787906657.76,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True
2024-12-31,2024-12-31,HBL,Habib Bank Limited,174.46,586741003.0,586741003.0,1.0,102362835383.38,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3093074638184547,1.0,0.6546537319092274,12.0,True
2024-12-31,2024-12-31,HUBC,The Hub Power Company Limited,130.89,972865790.0,972865790.0,1.0,127338403253.1,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3912864704550632,1.0,0.6956432352275316,6.0,True
2024-12-31,2024-12-31,LUCK,Lucky Cement Limited.,1100.49,87900000.0,87900000.0,1.0,96733071000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29082850493531376,1.0,0.6454142524676569,14.0,True
2024-12-31,2024-12-31,MARI,Mari Petroleum Company Ltd.,719.61,240124500.0,240124500.0,1.0,172795991445.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.540495006713653,1.0,0.7702475033568266,3.0,True
2024-12-31,2024-12-31,MCB,MCB Bank Limited,281.3,414771002.0,414771002.0,1.0,116675082862.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3562855280292091,1.0,0.6781427640146045,9.0,True
2024-12-31,2024-12-31,MEBL,Meezan Bank Limited,241.97,448685179.0,448685179.0,1.0,108568352762.63,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.32967625595446426,1.0,0.6648381279772322,11.0,True
2024-12-31,2024-12-31,MLCF,Maple Leaf Cement Factory Ltd.,45.94,471403174.0,471403174.0,1.0,21656261813.56,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.044398783270708585,1.0,0.5221993916353543,23.0,True
2024-12-31,2024-12-31,MTL,Millat Tractors Limited,621.29,86309203.0,86309203.0,1.0,53623044731.87,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14932553098996032,1.0,0.5746627654949802,18.0,True
2024-12-31,2024-12-31,NRL,National Refinary Ltd.,309.44,26272664.0,26272664.0,1.0,8129813148.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,25.0,True
2024-12-31,2024-12-31,OGDC,Oil & Gas Development Company Limited,227.26,645139260.0,645139260.0,1.0,146614348227.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4545572168594833,1.0,0.7272786084297417,4.0,True
2024-12-31,2024-12-31,PAEL,Pak Elektron Limited,43.85,428006078.0,428006078.0,1.0,18768066520.3,,0.5952380952380952,106,,,,,True,True,False,True,True,True,True,False,,,,,
2024-12-31,2024-12-31,PIOC,Pioneer Cement Limited,201.04,102216957.0,102216957.0,1.0,20549697035.28,,0.5952380952380952,106,,,,,True,True,False,True,True,True,True,False,,,,,
2024-12-31,2024-12-31,POL,Pakistan Oilfields Limited,631.62,129925469.0,129925469.0,1.0,82063524729.78,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.24267765457965843,1.0,0.6213388272898293,16.0,True
2024-12-31,2024-12-31,PPL,Pakistan Petroleum Limited.,203.55,668167049.0,668167049.0,1.0,136005402823.95,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.41973475315455727,1.0,0.7098673765772786,5.0,True
2024-12-31,2024-12-31,PRL,Pakistan Refinery Limited,44.32,227225765.0,227225765.0,1.0,10070645904.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.00637052747977904,1.0,0.5031852637398895,24.0,True
2024-12-31,2024-12-31,PSO,Pakistan State Oil Co Ltd.,440.69,211262985.0,211262985.0,1.0,93101484859.65,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2789083025257376,1.0,0.6394541512628689,15.0,True
2024-12-31,2024-12-31,SAZEW,Sazgar Engineering Works Limited,1118.38,21156087.0,21156087.0,1.0,23660544579.06,,0.5952380952380952,106,,,,,True,True,False,True,True,True,True,False,,,,,
2024-12-31,2024-12-31,SEARL,The Searle Company Ltd.,104.46,255747212.0,255747212.0,1.0,26715353765.52,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06100458518353577,1.0,0.5305022925917678,21.0,True
2024-12-31,2024-12-31,SNGP,Sui Northern Gas Pipelines Limited,111.94,285397499.0,285397499.0,1.0,31947396038.06,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07817807370723762,1.0,0.5390890368536188,19.0,True
2024-12-31,2024-12-31,SYS,Systems Limited,621.45,174852840.0,174852840.0,1.0,108662297418.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3299846168920903,1.0,0.6649923084460452,10.0,True
2024-12-31,2024-12-31,UBL,United Bank Limited,382.23,489671875.0,489671875.0,1.0,187167280781.25,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.5876668680310256,1.0,0.7938334340155129,2.0,True
2025-06-30,2025-06-30,AIRLINK,Air Link Communication Limited,152.64,118580769.0,118580769.0,1.0,18100168580.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,25.0,True
2025-06-30,2025-06-30,ATRL,Attock Refinery Limited,679.42,42646500.0,42646500.0,1.0,28974885030.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03430887842415831,1.0,0.5171544392120792,21.0,True
2025-06-30,2025-06-30,BAHL,Bank Al-Habib Ltd.,157.78,777997791.0,777997791.0,1.0,122752491463.98,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.33016987975622736,1.0,0.6650849398781137,9.0,True
2025-06-30,2025-06-30,DFML,Dewan Farooque Motors Limited,34.64,55494097.0,55494097.0,1.0,1922315520.08,,0.5573770491803278,105,,,,,True,True,False,True,True,True,True,False,,,,,
2025-06-30,2025-06-30,DGKC,D. G. Khan Cement Co. Ltd.,165.56,219059559.0,219059559.0,1.0,36267500588.04,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.057316509172875535,1.0,0.5286582545864378,20.0,True
2025-06-30,2025-06-30,EFERT,Engro Fertilizers Limited,185.59,600884719.0,600884719.0,1.0,111518194999.21,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29472655455610997,1.0,0.647363277278055,12.0,True
2025-06-30,2025-06-30,ENGROH,Engro Holdings Limited,182.56,963385595.0,963385595.0,1.0,175875674223.2,,0.9590163934426229,175,,,,,True,True,True,True,True,True,True,True,0.49776935944815426,1.0,0.7488846797240771,3.0,True
2025-06-30,2025-06-30,FCCL,Fauji Cement Company Limited,44.67,858496527.0,858496527.0,1.0,38349039861.09,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06388360250202932,1.0,0.5319418012510146,19.0,True
2025-06-30,2025-06-30,FFC,Fauji Fertilizer Company Limited,392.41,853865218.0,853865218.0,1.0,335065250195.38,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True
2025-06-30,2025-06-30,GAL,Ghandhara Automobiles Limited,377.37,22801000.0,22801000.0,1.0,8604413370.0,,0.5573770491803278,105,,,,,True,True,False,True,True,True,True,False,,,,,
2025-06-30,2025-06-30,GHNI,Ghandhara Industries Limited,650.43,14913095.0,14913095.0,1.0,9699924380.85,,0.5573770491803278,105,,,,,True,True,False,True,True,True,True,False,,,,,
2025-06-30,2025-06-30,HBL,Habib Bank Limited,179.19,586741003.0,586741003.0,1.0,105138120327.57,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2745979188113528,1.0,0.6372989594056764,13.0,True
2025-06-30,2025-06-30,HUBC,The Hub Power Company Limited,137.81,972865790.0,972865790.0,1.0,134070634519.9,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3658777343824971,1.0,0.6829388671912485,8.0,True
2025-06-30,2025-06-30,LUCK,Lucky Cement Limited.,355.24,439500000.0,439500000.0,1.0,156127980000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.43546693129875724,1.0,0.7177334656493786,4.0,True
2025-06-30,2025-06-30,MARI,Mari Petroleum Company Ltd.,626.89,240124500.0,240124500.0,1.0,150531647805.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4178109416658245,1.0,0.7089054708329122,5.0,True
2025-06-30,2025-06-30,MCB,MCB Bank Limited,288.34,414771002.0,414771002.0,1.0,119595070716.68,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.32020846466529646,1.0,0.6601042323326483,10.0,True
2025-06-30,2025-06-30,MEBL,Meezan Bank Limited,332.05,448685179.0,448685179.0,1.0,148985913686.95,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4129342716232662,1.0,0.7064671358116331,6.0,True
2025-06-30,2025-06-30,MLCF,Maple Leaf Cement Factory Ltd.,84.28,471403174.0,471403174.0,1.0,39729859504.72,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0682399802979477,1.0,0.5341199901489738,18.0,True
2025-06-30,2025-06-30,MTL,Millat Tractors Limited,558.66,89782176.0,89782176.0,1.0,50157710444.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.10113903304628451,1.0,0.5505695165231422,17.0,True
2025-06-30,2025-06-30,NBP,National Bank Of Pakistan.,108.69,509538674.0,509538674.0,1.0,55381758477.06,,0.5573770491803278,105,,,,,True,True,False,True,True,True,True,False,,,,,
2025-06-30,2025-06-30,NETSOL,NetSol Technologies Limited,132.96,26951077.0,26951077.0,1.0,3583415197.92,,0.5573770491803278,105,,,,,True,True,False,True,True,True,True,False,,,,,
2025-06-30,2025-06-30,OGDC,Oil & Gas Development Company Limited,220.56,645139260.0,645139260.0,1.0,142291915185.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.39181523079000435,1.0,0.6959076153950021,7.0,True
2025-06-30,2025-06-30,PAEL,Pak Elektron Limited,40.96,508007226.0,508007226.0,1.0,20807975976.96,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.008542920194872267,1.0,0.5042714600974362,24.0,True
2025-06-30,2025-06-30,POL,Pakistan Oilfields Limited,590.17,129935268.0,129935268.0,1.0,76683897115.56,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1848270738116123,1.0,0.5924135369058061,16.0,True
2025-06-30,2025-06-30,PPL,Pakistan Petroleum Limited.,170.17,668967927.0,668967927.0,1.0,113838272137.59,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.30204621616223115,1.0,0.6510231080811155,11.0,True
2025-06-30,2025-06-30,PSO,Pakistan State Oil Co Ltd.,377.53,211262985.0,211262985.0,1.0,79758114727.05,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.19452598952757738,1.0,0.5972629947637886,15.0,True
2025-06-30,2025-06-30,SAZEW,Sazgar Engineering Works Limited,1139.82,21156087.0,21156087.0,1.0,24114131084.34,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.01897358053932469,1.0,0.5094867902696624,22.0,True
2025-06-30,2025-06-30,SEARL,The Searle Company Ltd.,87.7,255747212.0,255747212.0,1.0,22429030492.4,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.013657220190251198,1.0,0.5068286100951256,23.0,True
2025-06-30,2025-06-30,SYS,Systems Limited,107.14,953820238.0,953820238.0,1.0,102192300299.32,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2653040874112553,1.0,0.6326520437056277,14.0,True
2025-06-30,2025-06-30,UBL,United Bank Limited,275.95,876486712.0,876486712.0,1.0,241866508176.4,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7059652705463666,1.0,0.8529826352731833,2.0,True
2025-12-31,2025-12-31,ATRL,Attock Refinery Limited,683.43,42646500.0,42646500.0,1.0,29145897495.0,1179396.0158730159,1.0,182,,,,,True,True,True,True,True,True,True,True,0.035285478967260676,0.07956429635711357,0.05742488766218712,23.0,True
2025-12-31,2025-12-31,BAHL,Bank Al-Habib Ltd.,186.64,777997791.0,777997791.0,1.0,145205507712.24,484431.7301587302,1.0,182,,,,,True,True,True,True,True,True,True,True,0.27088054002018486,0.028276669215275944,0.1495786046177304,20.0,True
2025-12-31,2025-12-31,BOP,Bank Of Punjab.,38.56,1381832802.0,1381832802.0,1.0,53283472845.12,56327632.38095238,0.59375,107,,,,,True,True,False,True,True,True,True,False,,,,,
2025-12-31,2025-12-31,DGKC,D. G. Khan Cement Co. Ltd.,229.91,219059559.0,219059559.0,1.0,50363983209.69,3016497.206349206,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07835710560827464,0.21514041561355676,0.14674876061091569,21.0,True
2025-12-31,2025-12-31,EFERT,Engro Fertilizers Limited,226.35,600884719.0,600884719.0,1.0,136010256145.65,1217124.492063492,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2522146505675769,0.0823486178816334,0.16728163422460515,18.0,True
2025-12-31,2025-12-31,ENGROH,Engro Holdings Limited,237.27,963385595.0,963385595.0,1.0,228582500125.65,1895492.3333333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.44013156181216256,0.13241144502720642,0.2862715034196845,11.0,True
2025-12-31,2025-12-31,FCCL,Fauji Cement Company Limited,55.95,858496527.0,858496527.0,1.0,48032880685.65,7901132.53968254,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07362508694610743,0.5756213221141827,0.3246232045301451,9.0,True
2025-12-31,2025-12-31,FFC,Fauji Fertilizer Company Limited,590.71,853865218.0,853865218.0,1.0,504386722924.78,2917684.3333333335,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.20784813039512565,0.6039240651975628,1.0,True
2025-12-31,2025-12-31,GAL,Ghandhara Automobiles Limited,549.73,22801000.0,22801000.0,1.0,12534393730.0,351440.77777777775,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0015649776113573351,0.01846207799215755,0.010013527801757443,25.0,True
2025-12-31,2025-12-31,GHNI,Ghandhara Industries Limited,788.8,14913095.0,14913095.0,1.0,11763449336.0,287456.65079365077,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.013740117288255959,0.006870058644127979,26.0,True
2025-12-31,2025-12-31,HBL,Habib Bank Limited,323.41,586741003.0,586741003.0,1.0,189757907780.23,1819745.4285714286,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3613196289885643,0.12682140380000298,0.24407051639428362,15.0,True
2025-12-31,2025-12-31,HUBC,The Hub Power Company Limited,221.38,908008071.0,908008071.0,1.0,201014826757.98,7451212.666666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.38417059763189065,0.5424177127125511,0.4632941551722209,3.0,True
2025-12-31,2025-12-31,LUCK,Lucky Cement Limited.,474.96,439500000.0,439500000.0,1.0,208744920000.0,1367048.8253968253,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3998622907703532,0.09341287465791585,0.24663758271413452,13.0,True
2025-12-31,2025-12-31,MARI,Mari Petroleum Company Ltd.,715.89,240124500.0,240124500.0,1.0,171902728305.0,1323151.5396825396,1.0,182,,,,,True,True,True,True,True,True,True,True,0.325074529675342,0.09017330153375305,0.20762391560454752,17.0,True
2025-12-31,2025-12-31,MCB,MCB Bank Limited,379.38,414771002.0,414771002.0,1.0,157355822738.76,555574.2063492064,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2955450568587915,0.033526908497793946,0.16453598267829272,19.0,True
2025-12-31,2025-12-31,MEBL,Meezan Bank Limited,444.38,450138663.0,450138663.0,1.0,200032619063.94,1631756.8095238095,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3821767663480283,0.11294804311253441,0.24756240473028135,12.0,True
2025-12-31,2025-12-31,MLCF,Maple Leaf Cement Factory Ltd.,117.43,471403174.0,471403174.0,1.0,55356874722.82,8082152.714285715,1.0,182,,,,,True,True,True,True,True,True,True,True,0.08849241951002472,0.5889804189930328,0.33873641925152875,7.0,True
2025-12-31,2025-12-31,NBP,National Bank Of Pakistan.,242.18,509762924.0,509762924.0,1.0,123454384934.32,7673394.825396826,1.0,182,,,,,True,True,True,True,True,True,True,True,0.22672687545727818,0.5588145203597369,0.39277069790850755,6.0,True
2025-12-31,2025-12-31,OGDC,Oil & Gas Development Company Limited,281.09,645139260.0,645139260.0,1.0,181342194593.4,4260181.984126984,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3442361624979919,0.3069230330455977,0.3255795977717948,8.0,True
2025-12-31,2025-12-31,PAEL,Pak Elektron Limited,57.34,508007226.0,508007226.0,1.0,29129134338.84,13651603.777777778,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03525145061931463,1.0,0.5176257253096573,2.0,True
2025-12-31,2025-12-31,POL,Pakistan Oilfields Limited,608.51,129941784.0,129941784.0,1.0,79070874981.84,232112.6984126984,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1366306247682996,0.009655792305494395,0.073143208536897,22.0,True
2025-12-31,2025-12-31,PPL,Pakistan Petroleum Limited.,235.55,669289217.0,669289217.0,1.0,157651075064.35,8411947.317460317,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29614440394899105,0.6133189108964328,0.45473165742271193,4.0,True
2025-12-31,2025-12-31,PRL,Pakistan Refinery Limited,36.64,227263868.0,227263868.0,1.0,8326948123.52,11220550.952380951,0.59375,107,,,,,True,True,False,True,True,True,True,False,,,,,
2025-12-31,2025-12-31,PSO,Pakistan State Oil Co Ltd.,474.16,234736650.0,234736650.0,1.0,111302729964.0,3820732.523809524,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2020596386014254,0.27449212899521364,0.23827588379831952,16.0,True
2025-12-31,2025-12-31,SAZEW,Sazgar Engineering Works Limited,1701.9,21156087.0,21156087.0,1.0,36005544465.3,101273.52380952382,1.0,182,,,,,True,True,True,True,True,True,True,True,0.04921021078175089,0.0,0.024605105390875445,24.0,True
2025-12-31,2025-12-31,SEARL,The Searle Company Ltd.,119.97,255747212.0,255747212.0,1.0,30681993023.64,7748661.888888889,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03840367417036077,0.5643691498101904,0.30138641199027555,10.0,True
