Date,SYMBOL,COMPANY,PRICE,IDX WT %,VOLUME
2026-02-12,PAEL,Pak Elektron Limited,53.26,0.6968989795602609,6829731.0
2026-02-12,POL,Pakistan Oilfields Limited,643.27,2.153149026610721,177591.0
2026-02-12,PPL,Pakistan Petroleum Limited.,237.17,4.089166722571435,16498955.0
2026-02-12,PRL,Pakistan Refinery Limited,36.18,0.2117902046815475,3518743.0
2026-02-12,PSO,Pakistan State Oil Co Ltd.,458.25,2.770653095935166,1792635.0
2026-02-12,SAZEW,Sazgar Engineering Works Limited,2328.26,1.268719450254457,404998.0
2026-02-12,SEARL,The Searle Company Ltd.,116.55,0.8829168459334873,4717624.0
2026-02-12,SNGP,Sui Northern Gas Pipelines Limited,110.03,0.8088352175004675,1039079.0
2026-02-12,SSGC,Sui Southern Gas Company Limited,32.54,0.282298947122111,4579688.0
2026-02-12,SYS,Systems Limited,150.05,3.415494527307015,3055809.0
2026-02-12,UBL,United Bank Limited,484.84,10.94567518122241,1814049.0
2026-02-13,ATRL,Attock Refinery Limited,836.69,0.9254231135598128,1125691.0
2026-02-13,BAHL,Bank Al-Habib Ltd.,181.65,3.665271379115967,234493.0
2026-02-13,BOP,Bank Of Punjab.,36.36,1.303216258807697,28291492.0
2026-02-13,DGKC,D. G. Khan Cement Co. Ltd.,215.56,1.224680360865298,1802121.0
2026-02-13,EFERT,Engro Fertilizers Limited,217.27,3.385971463235878,1951813.0
2026-02-13,ENGROH,Engro Holdings Limited,292.23,7.301587866891941,5857950.0
2026-02-13,FCCL,Fauji Cement Company Limited,54.7,1.21791853103653,2429754.0
2026-02-13,FFC,Fauji Fertilizer Company Limited,579.58,12.83497665546306,1556166.0
2026-02-13,GAL,Ghandhara Automobiles Limited,515.76,0.3049958438713042,1017603.0
2026-02-13,GHNI,Ghandhara Industries Limited,951.61,0.3680604486241734,144038.0
2026-02-13,HBL,Habib Bank Limited,323.19,4.918092842916199,481417.0
2026-02-13,HUBC,The Hub Power Company Limited,222.05,5.602683365678061,4190941.0
2026-02-13,LUCK,Lucky Cement Limited.,460.86,5.253155594183643,4047882.0
2026-02-13,MARI,Mari Petroleum Company Ltd.,687.25,4.279998251707099,326489.0
2026-02-13,MCB,MCB Bank Limited,412.83,4.440910338839597,210206.0
2026-02-13,MEBL,Meezan Bank Limited,487.45,5.690740223071123,753205.0
2026-02-13,MLCF,Maple Leaf Cement Factory Ltd.,112.87,1.379950146529265,2824279.0
2026-02-13,NBP,National Bank Of Pakistan.,263.76,3.487950659093891,10296602.0
2026-02-13,OGDC,Oil & Gas Development Company Limited,294.74,4.931566802906814,14028465.0
2026-02-13,PAEL,Pak Elektron Limited,53.94,0.7106785400115455,4712312.0
2026-02-13,POL,Pakistan Oilfields Limited,638.91,2.153347252258036,186777.0
2026-02-13,PPL,Pakistan Petroleum Limited.,236.27,4.101826045791296,12912392.0
2026-02-13,PRL,Pakistan Refinery Limited,35.89,0.2115457763320599,1520860.0
2026-02-13,PSO,Pakistan State Oil Co Ltd.,454.45,2.766682860354121,1015575.0
2026-02-13,SAZEW,Sazgar Engineering Works Limited,2356.27,1.292863776914829,323953.0
2026-02-13,SEARL,The Searle Company Ltd.,116.02,0.884981066335307,2025116.0
2026-02-13,SNGP,Sui Northern Gas Pipelines Limited,107.37,0.7947407568990901,2867532.0
2026-02-13,SSGC,Sui Southern Gas Company Limited,32.59,0.2846883288724939,5201889.0
2026-02-13,SYS,Systems Limited,147.06,3.370588607382038,10653452.0
2026-02-13,UBL,United Bank Limited,479.98,10.91090684245183,1048900.0
2026-02-16,AIRLINK,Air Link Communication Limited,170.38,0.5569781212769154,1465384.0
2026-02-16,ATRL,Attock Refinery Limited,829.27,0.9749550843609758,860613.0
2026-02-16,BOP,Bank Of Punjab.,33.25,1.266768206030675,56166941.0
2026-02-16,DGKC,D. G. Khan Cement Co. Ltd.,213.07,1.286736956366041,2278375.0
2026-02-16,EFERT,Engro Fertilizers Limited,215.39,3.567976255584016,1938380.0
2026-02-16,ENGROH,Engro Holdings Limited,282.57,7.504667572652578,3713231.0
2026-02-16,FCCL,Fauji Cement Company Limited,53.49,1.265949553912113,4701463.0
2026-02-16,FFC,Fauji Fertilizer Company Limited,569.38,13.40283869141357,2540401.0
2026-02-16,GAL,Ghandhara Automobiles Limited,493.63,0.3102849419812627,1106145.0
2026-02-16,GHNI,Ghandhara Industries Limited,908.54,0.3735227829208058,243412.0
2026-02-16,HBL,Habib Bank Limited,310.6,5.024040710629921,1633619.0
2026-02-16,HUBC,The Hub Power Company Limited,216.73,5.812690812323282,5798215.0
2026-02-16,LUCK,Lucky Cement Limited.,449.06,5.440872025802178,5941873.0
2026-02-16,MARI,Mari Petroleum Company Ltd.,671.59,4.445759385548437,820909.0
2026-02-16,MCB,MCB Bank Limited,400.67,4.58142384057957,872112.0
2026-02-16,MEBL,Meezan Bank Limited,475.0,5.894475757364528,1487625.0
2026-02-16,MLCF,Maple Leaf Cement Factory Ltd.,106.25,1.380787035349909,5372281.0
2026-02-16,NBP,National Bank Of Pakistan.,253.15,3.558379146004339,12863816.0
2026-02-16,NRL,National Refinary Ltd.,412.31,0.2990223420356249,1164142.0
2026-02-16,OGDC,Oil & Gas Development Company Limited,285.41,5.076073674816325,14889577.0
2026-02-16,PAEL,Pak Elektron Limited,52.75,0.7387502032726603,3739573.0
2026-02-16,POL,Pakistan Oilfields Limited,637.8,2.284924160432733,231723.0
2026-02-16,PPL,Pakistan Petroleum Limited.,231.09,4.264446789538844,11761441.0
2026-02-16,PSO,Pakistan State Oil Co Ltd.,435.77,2.819963521811532,2812794.0
2026-02-16,SAZEW,Sazgar Engineering Works Limited,2283.98,1.332087952477431,290964.0
2026-02-16,SEARL,The Searle Company Ltd.,112.36,0.9110154426446724,3251534.0
2026-02-16,SNGP,Sui Northern Gas Pipelines Limited,98.18,0.772464358721126,4348344.0
2026-02-16,SSGC,Sui Southern Gas Company Limited,30.61,0.2842245072911567,2450067.0
2026-02-16,SYS,Systems Limited,141.89,3.456812833720437,8172440.0
2026-02-16,UBL,United Bank Limited,459.84,11.11110733313634,1629894.0
2026-02-17,AIRLINK,Air Link Communication Limited,170.64,0.5618652737016676,954857.0
2026-02-17,ATRL,Attock Refinery Limited,800.42,0.9478473767633095,1399012.0
2026-02-17,BOP,Bank Of Punjab.,34.12,1.309321665549799,79835860.0
2026-02-17,DGKC,D. G. Khan Cement Co. Ltd.,214.31,1.303592135248782,2005915.0
2026-02-17,EFERT,Engro Fertilizers Limited,217.16,3.623331578079263,1256139.0
2026-02-17,ENGROH,Engro Holdings Limited,278.01,7.436997787833874,3572928.0
2026-02-17,FCCL,Fauji Cement Company Limited,54.19,1.291798511887922,4047239.0
2026-02-17,FFC,Fauji Fertilizer Company Limited,565.51,13.40808326757878,1854274.0
2026-02-17,GAL,Ghandhara Automobiles Limited,484.22,0.306572859208616,290016.0
2026-02-17,GHNI,Ghandhara Industries Limited,909.99,0.3768265468452329,169269.0
2026-02-17,HBL,Habib Bank Limited,301.81,4.917191821053696,1718817.0
2026-02-17,HUBC,The Hub Power Company Limited,216.63,5.852057950242988,3400722.0
2026-02-17,LUCK,Lucky Cement Limited.,445.65,5.438634541009892,2541525.0
2026-02-17,MARI,Mari Petroleum Company Ltd.,676.02,4.507472695067269,497763.0
2026-02-17,MCB,MCB Bank Limited,396.24,4.563560234014322,841764.0
2026-02-17,MEBL,Meezan Bank Limited,469.08,5.863140743462687,1665498.0
2026-02-17,MLCF,Maple Leaf Cement Factory Ltd.,105.2,1.377036108635897,4733246.0
2026-02-17,NBP,National Bank Of Pakistan.,246.22,3.486016531837783,13247173.0
2026-02-17,NRL,National Refinary Ltd.,372.63,0.2722008103531793,2662237.0
2026-02-17,OGDC,Oil & Gas Development Company Limited,293.6,5.259526035533755,6856284.0
2026-02-17,PAEL,Pak Elektron Limited,51.72,0.7295675219812485,3492287.0
2026-02-17,POL,Pakistan Oilfields Limited,634.08,2.288037597816318,240857.0
2026-02-17,PPL,Pakistan Petroleum Limited.,234.94,4.366870754154667,8118106.0
2026-02-17,PSO,Pakistan State Oil Co Ltd.,409.39,2.668426339149886,4953188.0
2026-02-17,SAZEW,Sazgar Engineering Works Limited,2235.44,1.313213831624479,245588.0
2026-02-17,SEARL,The Searle Company Ltd.,110.95,0.9060937641124682,1475158.0
2026-02-17,SNGP,Sui Northern Gas Pipelines Limited,99.97,0.7922403198919054,14015257.0
2026-02-17,SSGC,Sui Southern Gas Company Limited,29.07,0.2718786164462841,4405457.0
2026-02-17,SYS,Systems Limited,141.53,3.472997017424673,6850899.0
2026-02-17,UBL,United Bank Limited,455.57,11.08759976348935,2234597.0
2026-02-18,ATRL,Attock Refinery Limited,808.43,0.8973009204829561,590600.0
2026-02-18,BAHL,Bank Al-Habib Ltd.,179.81,3.640864383300665,443920.0
2026-02-18,BOP,Bank Of Punjab.,35.78,1.286923937883878,71110229.0
2026-02-18,DGKC,D. G. Khan Cement Co. Ltd.,219.5,1.25143711506044,2449734.0
2026-02-18,EFERT,Engro Fertilizers Limited,217.59,3.40284673935576,998784.0
2026-02-18,ENGROH,Engro Holdings Limited,285.24,7.151923715972161,2204564.0
2026-02-18,FCCL,Fauji Cement Company Limited,55.15,1.23224299185497,2826256.0
2026-02-18,FFC,Fauji Fertilizer Company Limited,571.73,12.70552461150499,2034292.0
2026-02-18,GAL,Ghandhara Automobiles Limited,492.54,0.2922857874953671,610252.0
2026-02-18,GHNI,Ghandhara Industries Limited,920.24,0.3571751112854052,695904.0
2026-02-18,HBL,Habib Bank Limited,331.99,5.069717254415791,5796408.0
2026-02-18,HUBC,The Hub Power Company Limited,225.84,5.718288921853483,5772707.0
2026-02-18,LUCK,Lucky Cement Limited.,454.25,5.195963754411125,4594770.0
2026-02-18,MARI,Mari Petroleum Company Ltd.,676.96,4.230695602273629,2246022.0
2026-02-18,MCB,MCB Bank Limited,417.85,4.510670358334139,619305.0
2026-02-18,MEBL,Meezan Bank Limited,496.76,5.81976210855881,2269641.0
2026-02-18,MLCF,Maple Leaf Cement Factory Ltd.,108.26,1.328228585257028,4867844.0
2026-02-18,NBP,National Bank Of Pakistan.,267.64,3.551667880603567,21668608.0
2026-02-18,OGDC,Oil & Gas Development Company Limited,297.49,4.99503045987191,5125937.0
2026-02-18,PAEL,Pak Elektron Limited,54.02,0.7142278277625098,6021194.0
2026-02-18,POL,Pakistan Oilfields Limited,627.7,2.122982633288713,1715833.0
2026-02-18,PPL,Pakistan Petroleum Limited.,236.86,4.126485373354304,27579038.0
2026-02-18,PRL,Pakistan Refinery Limited,34.0,0.2011081844908514,3582046.0
2026-02-18,PSO,Pakistan State Oil Co Ltd.,416.22,2.542823080382995,2087810.0
2026-02-18,SAZEW,Sazgar Engineering Works Limited,2298.22,1.265433249749009,231212.0
2026-02-18,SEARL,The Searle Company Ltd.,113.45,0.8684114607599898,1800982.0
2026-02-18,SNGP,Sui Northern Gas Pipelines Limited,106.45,0.7906934228429722,11385625.0
2026-02-18,SSGC,Sui Southern Gas Company Limited,31.98,0.2803391098570486,9669225.0
2026-02-18,SYS,Systems Limited,142.9,3.286724814094043,7700531.0
2026-02-18,UBL,United Bank Limited,489.32,11.16222060364149,2275151.0
2026-02-19,ATRL,Attock Refinery Limited,744.62,0.8581471800013503,1071617.0
2026-02-19,BAHL,Bank Al-Habib Ltd.,172.59,3.628588175459476,205478.0
2026-02-19,BOP,Bank Of Punjab.,32.77,1.223827971827225,28791603.0
2026-02-19,DGKC,D. G. Khan Cement Co. Ltd.,209.75,1.241674799345462,1217313.0
2026-02-19,EFERT,Engro Fertilizers Limited,213.55,3.467643352068138,1226973.0
2026-02-19,ENGROH,Engro Holdings Limited,274.51,7.146641655610536,1047341.0
2026-02-19,FCCL,Fauji Cement Company Limited,52.61,1.220535829096344,1911243.0
2026-02-19,FFC,Fauji Fertilizer Company Limited,553.1,12.76252688223665,1431956.0
2026-02-19,GAL,Ghandhara Automobiles Limited,475.07,0.292721882304987,223185.0
2026-02-19,GHNI,Ghandhara Industries Limited,877.79,0.3537546047920142,113387.0
2026-02-19,HBL,Habib Bank Limited,323.13,5.123507872908965,3806851.0
2026-02-19,HUBC,The Hub Power Company Limited,219.46,5.769683566571501,5245724.0
2026-02-19,LUCK,Lucky Cement Limited.,435.72,5.174996527807102,1299232.0
2026-02-19,MARI,Mari Petroleum Company Ltd.,661.2,4.290550389541711,435673.0
2026-02-19,MCB,MCB Bank Limited,400.6,4.490172432135343,186188.0
2026-02-19,MEBL,Meezan Bank Limited,478.59,5.821750979831904,574831.0
2026-02-19,MLCF,Maple Leaf Cement Factory Ltd.,100.44,1.279507673367432,4905983.0
2026-02-19,NBP,National Bank Of Pakistan.,260.49,3.589250529851975,13901568.0
2026-02-19,OGDC,Oil & Gas Development Company Limited,283.67,4.945504128724322,4478464.0
2026-02-19,PAEL,Pak Elektron Limited,49.15,0.6747409998535376,5996864.0
2026-02-19,POL,Pakistan Oilfields Limited,617.02,2.166830525508151,407503.0
2026-02-19,PPL,Pakistan Petroleum Limited.,223.74,4.047283343856667,7692389.0
2026-02-19,PRL,Pakistan Refinery Limited,31.94,0.1961630164011529,3100707.0
2026-02-19,PSO,Pakistan State Oil Co Ltd.,394.32,2.501343845657933,1580795.0
2026-02-19,SAZEW,Sazgar Engineering Works Limited,2238.69,1.279891020031138,98700.0
2026-02-19,SEARL,The Searle Company Ltd.,104.65,0.8317478169825524,2503168.0
2026-02-19,SNGP,Sui Northern Gas Pipelines Limited,100.26,0.7732528896203773,2444314.0
2026-02-19,SSGC,Sui Southern Gas Company Limited,30.46,0.2772467861310244,4179247.0
2026-02-19,SYS,Systems Limited,136.38,3.256965751890539,2227689.0
2026-02-19,UBL,United Bank Limited,477.65,11.31354757058449,1289120.0
2026-02-20,ATRL,Attock Refinery Limited,752.72,0.8612003040365499,445960.0
2026-02-20,BAHL,Bank Al-Habib Ltd.,172.27,3.595632871727143,73756.0
2026-02-20,BOP,Bank Of Punjab.,33.04,1.224976080873789,31618879.0
2026-02-20,DGKC,D. G. Khan Cement Co. Ltd.,214.44,1.260246012964285,1567182.0
2026-02-20,EFERT,Engro Fertilizers Limited,212.89,3.431893057710821,707263.0
2026-02-20,ENGROH,Engro Holdings Limited,276.62,7.149423932735453,1197486.0
2026-02-20,FCCL,Fauji Cement Company Limited,52.8,1.216073401985289,4959349.0
2026-02-20,FFC,Fauji Fertilizer Company Limited,555.74,12.73058333979035,1033649.0
2026-02-20,GAL,Ghandhara Automobiles Limited,479.36,0.2932263610640306,244093.0
2026-02-20,GHNI,Ghandhara Industries Limited,879.5,0.3518770584362546,176616.0
2026-02-20,HBL,Habib Bank Limited,322.11,5.070350374915938,1627211.0
2026-02-20,HUBC,The Hub Power Company Limited,219.98,5.741474685359999,2967464.0
2026-02-20,LUCK,Lucky Cement Limited.,436.5,5.146718936786508,1735381.0
2026-02-20,MARI,Mari Petroleum Company Ltd.,664.63,4.281576801262009,744051.0
2026-02-20,MCB,MCB Bank Limited,393.63,4.380098737275537,673608.0
2026-02-20,MEBL,Meezan Bank Limited,482.21,5.823309243531168,438159.0
2026-02-20,MLCF,Maple Leaf Cement Factory Ltd.,108.43,1.371289923256395,5336405.0
2026-02-20,NBP,National Bank Of Pakistan.,263.79,3.608400060954646,5367393.0
2026-02-20,OGDC,Oil & Gas Development Company Limited,290.41,5.026345793404468,3597651.0
2026-02-20,PAEL,Pak Elektron Limited,48.88,0.6661751242607052,6802723.0
2026-02-20,POL,Pakistan Oilfields Limited,625.65,2.181226617801326,477056.0
2026-02-20,PPL,Pakistan Petroleum Limited.,229.02,4.112794617519677,6429530.0
2026-02-20,PRL,Pakistan Refinery Limited,30.97,0.1888282902295422,7514819.0
2026-02-20,PSO,Pakistan State Oil Co Ltd.,400.65,2.523093669653472,1172897.0
2026-02-20,SAZEW,Sazgar Engineering Works Limited,2232.34,1.267018657216095,117389.0
2026-02-20,SEARL,The Searle Company Ltd.,104.99,0.8284074747927156,2507233.0
2026-02-20,SNGP,Sui Northern Gas Pipelines Limited,102.09,0.7816650450219819,1749390.0
2026-02-20,SSGC,Sui Southern Gas Company Limited,30.62,0.2766848909065266,1788249.0
2026-02-20,SYS,Systems Limited,140.16,3.322999154154151,1796412.0
2026-02-20,UBL,United Bank Limited,479.98,11.28640948037317,1053062.0
2026-02-23,ATRL,Attock Refinery Limited,732.06,0.865552601343584,851593.0
2026-02-23,BAHL,Bank Al-Habib Ltd.,170.02,3.667260576457161,239898.0
2026-02-23,BOP,Bank Of Punjab.,30.19,1.156716025647235,26673106.0
2026-02-23,DGKC,D. G. Khan Cement Co. Ltd.,213.21,1.294890883340262,2805722.0
2026-02-23,EFERT,Engro Fertilizers Limited,213.11,3.550245476962524,1061554.0
2026-02-23,ENGROH,Engro Holdings Limited,264.07,7.053141678560383,1075755.0
2026-02-23,FCCL,Fauji Cement Company Limited,49.93,1.188402352067676,4251441.0
2026-02-23,FFC,Fauji Fertilizer Company Limited,541.08,12.8089697032685,1120583.0
2026-02-23,GAL,Ghandhara Automobiles Limited,451.12,0.2851736341843947,252601.0
2026-02-23,GHNI,Ghandhara Industries Limited,848.31,0.3507403774624102,112849.0
2026-02-23,HBL,Habib Bank Limited,313.37,5.097617564666397,2071353.0
2026-02-23,HUBC,The Hub Power Company Limited,214.24,5.778523526267448,2845904.0
2026-02-23,LUCK,Lucky Cement Limited.,407.97,4.971077134018635,3536711.0
2026-02-23,MARI,Mari Petroleum Company Ltd.,634.53,4.224273488242038,1189203.0
2026-02-23,MCB,MCB Bank Limited,386.01,4.438848632300454,204992.0
2026-02-23,MEBL,Meezan Bank Limited,464.04,5.791154198092922,917868.0
2026-02-23,MLCF,Maple Leaf Cement Factory Ltd.,101.82,1.330727062588614,3895329.0
2026-02-23,NBP,National Bank Of Pakistan.,250.93,3.547194559747476,12721847.0
2026-02-23,OGDC,Oil & Gas Development Company Limited,284.85,5.094869794347115,4989065.0
2026-02-23,PAEL,Pak Elektron Limited,47.97,0.6756207857133735,8901909.0
2026-02-23,POL,Pakistan Oilfields Limited,619.03,2.230268271906774,126496.0
2026-02-23,PPL,Pakistan Petroleum Limited.,221.25,4.106037968956034,4854882.0
2026-02-23,PRL,Pakistan Refinery Limited,28.07,0.1768659933281457,6570425.0
2026-02-23,PSO,Pakistan State Oil Co Ltd.,383.18,2.493716790584824,1282403.0
2026-02-23,SAZEW,Sazgar Engineering Works Limited,2143.72,1.257380723656739,221562.0
2026-02-23,SEARL,The Searle Company Ltd.,101.04,0.8238828833576005,1525535.0
2026-02-23,SNGP,Sui Northern Gas Pipelines Limited,95.77,0.7577798353430316,1879857.0
2026-02-23,SSGC,Sui Southern Gas Company Limited,28.66,0.2676285944302026,2304392.0
2026-02-23,SYS,Systems Limited,134.37,3.292187249379083,2271905.0
2026-02-23,UBL,United Bank Limited,470.09,11.42325163377896,537586.0
2026-02-24,ATRL,Attock Refinery Limited,760.48,0.9063907914258266,791120.0
2026-02-24,BAHL,Bank Al-Habib Ltd.,170.02,3.69677202458787,717041.0
2026-02-24,BOP,Bank Of Punjab.,29.7,1.14709922949595,49139683.0
2026-02-24,DGKC,D. G. Khan Cement Co. Ltd.,213.24,1.305494889748143,4375501.0
2026-02-24,EFERT,Engro Fertilizers Limited,215.6,3.620630532467192,1452698.0
2026-02-24,ENGROH,Engro Holdings Limited,261.95,7.05282071859013,2104734.0
2026-02-24,FCCL,Fauji Cement Company Limited,50.0,1.199645253943773,5302579.0
2026-02-24,FFC,Fauji Fertilizer Company Limited,534.04,12.74404814612605,2140937.0
2026-02-24,GAL,Ghandhara Automobiles Limited,440.31,0.2805800167440996,378535.0
2026-02-24,GHNI,Ghandhara Industries Limited,858.37,0.3577557382118871,237615.0
2026-02-24,HBL,Habib Bank Limited,302.23,4.955965829451258,3476309.0
2026-02-24,HUBC,The Hub Power Company Limited,211.06,5.738563069897872,8917386.0
2026-02-24,LUCK,Lucky Cement Limited.,422.22,5.186112984783255,2981168.0
2026-02-24,MARI,Mari Petroleum Company Ltd.,614.5,4.123848044680369,1219325.0
2026-02-24,MCB,MCB Bank Limited,390.23,4.523486859105685,1053242.0
2026-02-24,MEBL,Meezan Bank Limited,457.81,5.759381999654653,1492777.0
2026-02-24,MLCF,Maple Leaf Cement Factory Ltd.,96.21,1.267526390323091,14096419.0
2026-02-24,NBP,National Bank Of Pakistan.,251.27,3.580584786624563,17165194.0
2026-02-24,OGDC,Oil & Gas Development Company Limited,285.57,5.148851264949979,7318099.0
2026-02-24,PAEL,Pak Elektron Limited,48.9,0.6942614359253672,11359436.0
2026-02-24,POL,Pakistan Oilfields Limited,636.13,2.310320257186513,539973.0
2026-02-24,PPL,Pakistan Petroleum Limited.,219.59,4.108025583525619,8211875.0
2026-02-24,PRL,Pakistan Refinery Limited,28.11,0.1785433461295951,6863265.0
2026-02-24,PSO,Pakistan State Oil Co Ltd.,375.6,2.46405716588402,3049795.0
2026-02-24,SAZEW,Sazgar Engineering Works Limited,2132.59,1.260918468933862,196782.0
2026-02-24,SEARL,The Searle Company Ltd.,97.67,0.8028126916637527,3804870.0
2026-02-24,SNGP,Sui Northern Gas Pipelines Limited,94.58,0.754386253289876,3573498.0
2026-02-24,SSGC,Sui Southern Gas Company Limited,27.65,0.2602749441815581,3099379.0
2026-02-24,SYS,Systems Limited,132.28,3.267061402532069,3397011.0
2026-02-24,UBL,United Bank Limited,461.46,11.30377987993612,1204649.0
2026-02-25,ATRL,Attock Refinery Limited,730.99,0.8811995520568322,443761.0
2026-02-25,BAHL,Bank Al-Habib Ltd.,167.08,3.674364766439431,2539792.0
2026-02-25,BOP,Bank Of Punjab.,29.52,1.153177170654811,25128535.0
2026-02-25,DGKC,D. G. Khan Cement Co. Ltd.,198.72,1.230504553135814,3188471.0
2026-02-25,EFERT,Engro Fertilizers Limited,212.52,3.609694140001558,632059.0
2026-02-25,ENGROH,Engro Holdings Limited,254.94,6.942526836776107,2058867.0
2026-02-25,FCCL,Fauji Cement Company Limited,50.02,1.213840622334346,8515925.0
2026-02-25,FFC,Fauji Fertilizer Company Limited,531.79,12.835385797753,1611639.0
2026-02-25,GAL,Ghandhara Automobiles Limited,431.19,0.2779086166163436,122953.0
2026-02-25,GHNI,Ghandhara Industries Limited,832.37,0.3508840612635282,73783.0
2026-02-25,HBL,Habib Bank Limited,304.24,5.045941239571836,1774471.0
2026-02-25,HUBC,The Hub Power Company Limited,210.15,5.7791206849634,3240960.0
2026-02-25,LUCK,Lucky Cement Limited.,414.58,5.150467654641118,1153268.0
2026-02-25,MARI,Mari Petroleum Company Ltd.,605.41,4.109277794123456,595185.0
2026-02-25,MCB,MCB Bank Limited,400.04,4.690198699599978,931214.0
2026-02-25,MEBL,Meezan Bank Limited,453.24,5.767053562765697,1162654.0
2026-02-25,MLCF,Maple Leaf Cement Factory Ltd.,93.29,1.243102766341678,9283892.0
2026-02-25,NBP,National Bank Of Pakistan.,262.35,3.781199006288502,27953901.0
2026-02-25,OGDC,Oil & Gas Development Company Limited,282.01,5.142773741573578,2199117.0
2026-02-25,PAEL,Pak Elektron Limited,48.19,0.6920002536085459,3599664.0
2026-02-25,POL,Pakistan Oilfields Limited,635.12,2.333013445921199,295082.0
2026-02-25,PPL,Pakistan Petroleum Limited.,213.51,4.039930981489622,4912692.0
2026-02-25,PRL,Pakistan Refinery Limited,27.09,0.1740311433406256,5124967.0
2026-02-25,PSO,Pakistan State Oil Co Ltd.,372.14,2.469259271552064,777699.0
2026-02-25,SAZEW,Sazgar Engineering Works Limited,2089.67,1.249661786423323,115199.0
2026-02-25,SEARL,The Searle Company Ltd.,92.24,0.7668448061315513,5124998.0
2026-02-25,SNGP,Sui Northern Gas Pipelines Limited,91.5,0.7381603177343937,1521243.0
2026-02-25,SSGC,Sui Southern Gas Company Limited,26.26,0.2500155911066124,3733795.0
2026-02-25,SYS,Systems Limited,130.44,3.258434872267438,1791279.0
2026-02-25,UBL,United Bank Limited,450.04,11.15002626352361,2942476.0
2026-02-26,ATRL,Attock Refinery Limited,780.41,0.9156605714666056,623784.0
2026-02-26,BAHL,Bank Al-Habib Ltd.,167.57,3.586765032955311,787658.0
2026-02-26,BOP,Bank Of Punjab.,31.81,1.209461945404575,38659618.0
2026-02-26,DGKC,D. G. Khan Cement Co. Ltd.,209.02,1.25973253534202,5778303.0
2026-02-26,EFERT,Engro Fertilizers Limited,216.05,3.571689721593078,1623368.0
2026-02-26,ENGROH,Engro Holdings Limited,269.24,7.136216607118913,1888205.0
2026-02-26,FCCL,Fauji Cement Company Limited,52.07,1.229856423925692,5175100.0
2026-02-26,FFC,Fauji Fertilizer Company Limited,555.88,13.05866153255808,2252885.0
2026-02-26,GAL,Ghandhara Automobiles Limited,439.89,0.2759473816279205,381879.0
2026-02-26,GHNI,Ghandhara Industries Limited,858.81,0.3523653301380856,168904.0
2026-02-26,HBL,Habib Bank Limited,312.7,5.04780551541374,2245838.0
2026-02-26,HUBC,The Hub Power Company Limited,220.84,5.910972844934343,8530019.0
2026-02-26,LUCK,Lucky Cement Limited.,424.06,5.127604052359449,2515007.0
2026-02-26,MARI,Mari Petroleum Company Ltd.,612.94,4.049325899432609,1947713.0
2026-02-26,MCB,MCB Bank Limited,402.32,4.591010669946079,1242465.0
2026-02-26,MEBL,Meezan Bank Limited,456.71,5.65607463054783,769198.0
2026-02-26,MLCF,Maple Leaf Cement Factory Ltd.,96.67,1.253754528272905,12610870.0
2026-02-26,NBP,National Bank Of Pakistan.,263.4,3.694988519425916,10622701.0
2026-02-26,OGDC,Oil & Gas Development Company Limited,287.0,5.094055380483886,4356222.0
2026-02-26,PAEL,Pak Elektron Limited,49.19,0.6875036465885039,5216300.0
2026-02-26,POL,Pakistan Oilfields Limited,649.95,2.323754571201324,623918.0
2026-02-26,PPL,Pakistan Petroleum Limited.,220.08,4.053079838501794,9738299.0
2026-02-26,PRL,Pakistan Refinery Limited,28.65,0.1791395384155825,11318509.0
2026-02-26,PSO,Pakistan State Oil Co Ltd.,390.47,2.521720032288212,2116617.0
2026-02-26,SAZEW,Sazgar Engineering Works Limited,2218.2,1.291113252506111,232288.0
2026-02-26,SEARL,The Searle Company Ltd.,94.57,0.7652272576589252,7561879.0
2026-02-26,SNGP,Sui Northern Gas Pipelines Limited,99.15,0.778522511834757,3440659.0
2026-02-26,SSGC,Sui Southern Gas Company Limited,26.07,0.2415807125736783,8503359.0
2026-02-26,SYS,Systems Limited,133.93,3.256304278612752,2297052.0
2026-02-26,UBL,United Bank Limited,451.19,10.88010523687132,1492825.0
2026-02-27,ATRL,Attock Refinery Limited,755.26,0.8930742551207504,250445.0
2026-02-27,BAHL,Bank Al-Habib Ltd.,166.98,3.602056428044219,1121090.0
2026-02-27,BOP,Bank Of Punjab.,31.7,1.214694874812137,30604655.0
2026-02-27,DGKC,D. G. Khan Cement Co. Ltd.,205.19,1.246310035046033,2129655.0
2026-02-27,EFERT,Engro Fertilizers Limited,215.89,3.596924958727644,1177861.0
2026-02-27,ENGROH,Engro Holdings Limited,271.34,7.24805800542796,2348470.0
2026-02-27,FCCL,Fauji Cement Company Limited,51.98,1.237321356790049,3344007.0
2026-02-27,FFC,Fauji Fertilizer Company Limited,552.6,13.08301667708858,1444677.0
2026-02-27,GAL,Ghandhara Automobiles Limited,435.48,0.2753149533999978,175169.0
2026-02-27,GHNI,Ghandhara Industries Limited,849.06,0.3510862792159952,124125.0
2026-02-27,HBL,Habib Bank Limited,310.54,5.052096983351207,1038828.0
2026-02-27,HUBC,The Hub Power Company Limited,220.12,5.937725653364096,3882697.0
2026-02-27,LUCK,Lucky Cement Limited.,422.18,5.144749413697266,1338120.0
2026-02-27,MARI,Mari Petroleum Company Ltd.,605.07,4.028559530372998,1260405.0
