Date,SYMBOL,COMPANY,PRICE,IDX WT %,VOLUME
2020-07-16,UBL,United Bank Limited,112.31,5.03,579490.0
2020-07-17,ATRL,Attock Refinery Limited,113.97,0.44,6419000.0
2020-07-17,BAFL,Bank Alfalah Limited,35.42,2.29,882994.0
2020-07-17,BAHL,Bank Al-Habib Ltd.,55.25,3.63,365614.0
2020-07-17,DGKC,D. G. Khan Cement Co. Ltd.,104.98,2.09,2731000.0
2020-07-17,EFERT,Engro Fertilizers Limited,63.14,3.45,2064583.0
2020-07-17,ENGRO,Engro Corporation Limited.,307.53,8.87,1885607.0
2020-07-17,EPCL,Engro Polymer & Chemicals Ltd.,31.46,0.91,10306000.0
2020-07-17,FCCL,Fauji Cement Company Limited,19.08,1.32,4861000.0
2020-07-17,FFC,Fauji Fertilizer Company Limited,111.6,7.11,1090654.0
2020-07-17,HBL,Habib Bank Limited,108.29,7.23,931350.0
2020-07-17,HUBC,The Hub Power Company Limited,74.43,6.59,4631885.0
2020-07-17,ISL,International Steels Limited.,62.7,0.74,7753500.0
2020-07-17,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.2,0.42,24856500.0
2020-07-17,LUCK,Lucky Cement Limited.,525.84,6.19,421858.0
2020-07-17,MARI,Mari Petroleum Company Ltd.,1305.88,3.17,33780.0
2020-07-17,MCB,MCB Bank Limited,164.82,6.22,94479.0
2020-07-17,MEBL,Meezan Bank Limited,75.47,2.21,370000.0
2020-07-17,MLCF,Maple Leaf Cement Factory Ltd.,32.37,1.46,16121000.0
2020-07-17,MTL,Millat Tractors Limited,744.64,1.52,27450.0
2020-07-17,NBP,National Bank Of Pakistan.,29.51,1.36,1889000.0
2020-07-17,NML,Nishat Mills Ltd.,87.11,1.25,1872500.0
2020-07-17,OGDC,Oil & Gas Development Company Limited,115.82,6.8,1122666.0
2020-07-17,PAEL,Pak Elektron Limited,30.89,0.7,14620000.0
2020-07-17,POL,Pakistan Oilfields Limited,391.9,4.63,122731.0
2020-07-17,PPL,Pakistan Petroleum Limited.,99.75,6.05,8281735.0
2020-07-17,PSO,Pakistan State Oil Co Ltd.,170.61,3.28,970934.0
2020-07-17,SEARL,The Searle Company Ltd.,229.92,2.0,2597500.0
2020-07-17,SNGP,Sui Northern Gas Pipelines Limited,57.18,1.49,2789000.0
2020-07-17,TRG,TRG Pakistan Ltd.,37.42,1.58,15399000.0
2020-07-17,UBL,United Bank Limited,111.83,4.98,771448.0
2020-07-20,ATRL,Attock Refinery Limited,122.26,0.47,6703500.0
2020-07-20,BAFL,Bank Alfalah Limited,36.21,2.32,5279676.0
2020-07-20,BAHL,Bank Al-Habib Ltd.,55.34,3.61,390762.0
2020-07-20,DGKC,D. G. Khan Cement Co. Ltd.,105.42,2.08,4500500.0
2020-07-20,EFERT,Engro Fertilizers Limited,64.04,3.47,1768955.0
2020-07-20,ENGRO,Engro Corporation Limited.,305.89,8.75,1245362.0
2020-07-20,EPCL,Engro Polymer & Chemicals Ltd.,32.01,0.92,5273000.0
2020-07-20,FCCL,Fauji Cement Company Limited,20.51,1.4,20004000.0
2020-07-20,FFC,Fauji Fertilizer Company Limited,111.24,7.02,1691163.0
2020-07-20,HBL,Habib Bank Limited,108.74,7.2,1795399.0
2020-07-20,HUBC,The Hub Power Company Limited,76.98,6.76,7388997.0
2020-07-20,ISL,International Steels Limited.,66.96,0.79,10529000.0
2020-07-20,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.62,0.43,18649500.0
2020-07-20,LUCK,Lucky Cement Limited.,530.56,6.19,972392.0
2020-07-20,MARI,Mari Petroleum Company Ltd.,1326.84,3.19,46000.0
2020-07-20,MCB,MCB Bank Limited,165.09,6.18,498033.0
2020-07-20,MEBL,Meezan Bank Limited,75.1,2.18,1047500.0
2020-07-20,MLCF,Maple Leaf Cement Factory Ltd.,32.94,1.47,22997000.0
2020-07-20,MTL,Millat Tractors Limited,743.45,1.5,19400.0
2020-07-20,NBP,National Bank Of Pakistan.,30.35,1.39,4624000.0
2020-07-20,NML,Nishat Mills Ltd.,89.33,1.28,2100000.0
2020-07-20,OGDC,Oil & Gas Development Company Limited,116.41,6.78,3911752.0
2020-07-20,PAEL,Pak Elektron Limited,31.13,0.7,15654500.0
2020-07-20,POL,Pakistan Oilfields Limited,392.48,4.6,311345.0
2020-07-20,PPL,Pakistan Petroleum Limited.,100.0,6.01,8617167.0
2020-07-20,PSO,Pakistan State Oil Co Ltd.,171.89,3.28,2829186.0
2020-07-20,SEARL,The Searle Company Ltd.,231.33,2.0,2076200.0
2020-07-20,SNGP,Sui Northern Gas Pipelines Limited,58.07,1.5,3820500.0
2020-07-20,TRG,TRG Pakistan Ltd.,39.25,1.64,27552000.0
2020-07-20,UBL,United Bank Limited,111.02,4.91,1394076.0
2020-07-21,ATRL,Attock Refinery Limited,114.85,0.44,2761500.0
2020-07-21,BAFL,Bank Alfalah Limited,36.55,2.33,2201361.0
2020-07-21,BAHL,Bank Al-Habib Ltd.,55.12,3.58,652203.0
2020-07-21,DGKC,D. G. Khan Cement Co. Ltd.,102.41,2.01,6543000.0
2020-07-21,EFERT,Engro Fertilizers Limited,64.26,3.47,2030647.0
2020-07-21,ENGRO,Engro Corporation Limited.,311.05,8.85,2910655.0
2020-07-21,EPCL,Engro Polymer & Chemicals Ltd.,31.62,0.9,3615000.0
2020-07-21,FCCL,Fauji Cement Company Limited,20.75,1.41,17493500.0
2020-07-21,FFC,Fauji Fertilizer Company Limited,111.09,6.98,949351.0
2020-07-21,HBL,Habib Bank Limited,110.2,7.26,3830079.0
2020-07-21,HUBC,The Hub Power Company Limited,81.63,7.13,15729032.0
2020-07-21,ISL,International Steels Limited.,65.73,0.77,8702500.0
2020-07-21,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.51,0.43,11072000.0
2020-07-21,LUCK,Lucky Cement Limited.,534.73,6.21,1153843.0
2020-07-21,MARI,Mari Petroleum Company Ltd.,1330.11,3.19,24780.0
2020-07-21,MCB,MCB Bank Limited,165.39,6.16,297401.0
2020-07-21,MEBL,Meezan Bank Limited,74.78,2.16,486000.0
2020-07-21,MLCF,Maple Leaf Cement Factory Ltd.,31.93,1.42,15301000.0
2020-07-21,MTL,Millat Tractors Limited,733.36,1.48,22250.0
2020-07-21,NBP,National Bank Of Pakistan.,30.06,1.37,1479500.0
2020-07-21,NML,Nishat Mills Ltd.,89.68,1.27,2052000.0
2020-07-21,OGDC,Oil & Gas Development Company Limited,115.81,6.71,4624027.0
2020-07-21,PAEL,Pak Elektron Limited,30.19,0.67,14491500.0
2020-07-21,POL,Pakistan Oilfields Limited,392.09,4.57,435966.0
2020-07-21,PPL,Pakistan Petroleum Limited.,100.57,6.02,12112165.0
2020-07-21,PSO,Pakistan State Oil Co Ltd.,175.0,3.32,4469520.0
2020-07-21,SEARL,The Searle Company Ltd.,225.86,1.94,1669900.0
2020-07-21,SNGP,Sui Northern Gas Pipelines Limited,58.44,1.5,6444500.0
2020-07-21,TRG,TRG Pakistan Ltd.,39.3,1.64,28642000.0
2020-07-21,UBL,United Bank Limited,109.7,4.82,1042410.0
2020-07-22,ATRL,Attock Refinery Limited,115.14,0.44,2092500.0
2020-07-22,BAFL,Bank Alfalah Limited,36.13,2.3,3628865.0
2020-07-22,BAHL,Bank Al-Habib Ltd.,55.7,3.6,1260477.0
2020-07-22,DGKC,D. G. Khan Cement Co. Ltd.,102.62,2.01,7044000.0
2020-07-22,EFERT,Engro Fertilizers Limited,64.01,3.45,1526697.0
2020-07-22,ENGRO,Engro Corporation Limited.,308.76,8.76,1119919.0
2020-07-22,EPCL,Engro Polymer & Chemicals Ltd.,31.05,0.88,2186500.0
2020-07-22,FCCL,Fauji Cement Company Limited,20.6,1.4,17795500.0
2020-07-22,FFC,Fauji Fertilizer Company Limited,110.94,6.95,772112.0
2020-07-22,HBL,Habib Bank Limited,111.04,7.3,2710415.0
2020-07-22,HUBC,The Hub Power Company Limited,80.03,6.97,5683906.0
2020-07-22,ISL,International Steels Limited.,66.69,0.78,6734500.0
2020-07-22,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.51,0.42,8333500.0
2020-07-22,LUCK,Lucky Cement Limited.,559.18,6.48,1981192.0
2020-07-22,MARI,Mari Petroleum Company Ltd.,1329.95,3.18,38420.0
2020-07-22,MCB,MCB Bank Limited,167.07,6.21,353948.0
2020-07-22,MEBL,Meezan Bank Limited,73.95,2.13,480000.0
2020-07-22,MLCF,Maple Leaf Cement Factory Ltd.,32.16,1.42,17552000.0
2020-07-22,MTL,Millat Tractors Limited,788.36,1.58,75600.0
2020-07-22,NBP,National Bank Of Pakistan.,29.9,1.36,505500.0
2020-07-22,NML,Nishat Mills Ltd.,90.48,1.28,967500.0
2020-07-22,OGDC,Oil & Gas Development Company Limited,116.49,6.73,3178204.0
2020-07-22,PAEL,Pak Elektron Limited,30.0,0.67,7873500.0
2020-07-22,POL,Pakistan Oilfields Limited,395.66,4.6,298347.0
2020-07-22,PPL,Pakistan Petroleum Limited.,100.56,6.0,7346304.0
2020-07-22,PSO,Pakistan State Oil Co Ltd.,178.86,3.38,5699176.0
2020-07-22,SEARL,The Searle Company Ltd.,228.64,1.96,2534900.0
2020-07-22,SNGP,Sui Northern Gas Pipelines Limited,57.34,1.47,15110500.0
2020-07-22,TRG,TRG Pakistan Ltd.,38.21,1.59,12452500.0
2020-07-22,UBL,United Bank Limited,106.65,4.68,5223983.0
2020-07-23,ATRL,Attock Refinery Limited,115.92,0.45,3509500.0
2020-07-23,BAFL,Bank Alfalah Limited,35.89,2.3,1129745.0
2020-07-23,BAHL,Bank Al-Habib Ltd.,56.08,3.66,502202.0
2020-07-23,DGKC,D. G. Khan Cement Co. Ltd.,99.69,1.97,4252000.0
2020-07-23,EFERT,Engro Fertilizers Limited,63.99,3.47,1492806.0
2020-07-23,ENGRO,Engro Corporation Limited.,306.58,8.77,634258.0
2020-07-23,EPCL,Engro Polymer & Chemicals Ltd.,30.68,0.88,977500.0
2020-07-23,FCCL,Fauji Cement Company Limited,20.02,1.37,5230000.0
2020-07-23,FFC,Fauji Fertilizer Company Limited,111.02,7.01,992095.0
2020-07-23,HBL,Habib Bank Limited,111.1,7.35,2556680.0
2020-07-23,HUBC,The Hub Power Company Limited,78.4,6.88,2164496.0
2020-07-23,ISL,International Steels Limited.,63.27,0.75,4698500.0
2020-07-23,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.33,0.42,5818000.0
2020-07-23,LUCK,Lucky Cement Limited.,540.38,6.31,920867.0
2020-07-23,MARI,Mari Petroleum Company Ltd.,1329.51,3.2,33020.0
2020-07-23,MCB,MCB Bank Limited,168.98,6.32,483167.0
2020-07-23,MEBL,Meezan Bank Limited,73.94,2.15,761500.0
2020-07-23,MLCF,Maple Leaf Cement Factory Ltd.,30.87,1.38,12281000.0
2020-07-23,MTL,Millat Tractors Limited,825.41,1.67,161450.0
2020-07-23,NBP,National Bank Of Pakistan.,29.64,1.36,840000.0
2020-07-23,NML,Nishat Mills Ltd.,90.84,1.3,1026000.0
2020-07-23,OGDC,Oil & Gas Development Company Limited,116.15,6.76,1391341.0
2020-07-23,PAEL,Pak Elektron Limited,28.79,0.65,13219500.0
2020-07-23,POL,Pakistan Oilfields Limited,395.76,4.63,216184.0
2020-07-23,PPL,Pakistan Petroleum Limited.,98.87,5.94,4217432.0
2020-07-23,PSO,Pakistan State Oil Co Ltd.,176.7,3.37,1884574.0
2020-07-23,SEARL,The Searle Company Ltd.,223.99,1.93,1566900.0
2020-07-23,SNGP,Sui Northern Gas Pipelines Limited,55.95,1.44,4510000.0
2020-07-23,TRG,TRG Pakistan Ltd.,37.59,1.57,12100000.0
2020-07-23,UBL,United Bank Limited,107.34,4.74,1878278.0
2020-07-24,ATRL,Attock Refinery Limited,112.47,0.43,866000.0
2020-07-24,BAFL,Bank Alfalah Limited,37.26,2.39,3596875.0
2020-07-24,BAHL,Bank Al-Habib Ltd.,57.39,3.74,1221415.0
2020-07-24,DGKC,D. G. Khan Cement Co. Ltd.,98.22,1.94,3811000.0
2020-07-24,EFERT,Engro Fertilizers Limited,64.02,3.47,1015531.0
2020-07-24,ENGRO,Engro Corporation Limited.,306.09,8.74,228680.0
2020-07-24,EPCL,Engro Polymer & Chemicals Ltd.,30.56,0.88,1044500.0
2020-07-24,FCCL,Fauji Cement Company Limited,19.71,1.35,6339000.0
2020-07-24,FFC,Fauji Fertilizer Company Limited,110.98,7.0,305148.0
2020-07-24,HBL,Habib Bank Limited,116.07,7.67,8338475.0
2020-07-24,HUBC,The Hub Power Company Limited,77.09,6.76,2894413.0
2020-07-24,ISL,International Steels Limited.,61.62,0.72,2657000.0
2020-07-24,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.46,0.42,4379000.0
2020-07-24,LUCK,Lucky Cement Limited.,531.53,6.19,898199.0
2020-07-24,MARI,Mari Petroleum Company Ltd.,1312.62,3.15,9880.0
2020-07-24,MCB,MCB Bank Limited,171.61,6.41,503296.0
2020-07-24,MEBL,Meezan Bank Limited,75.38,2.18,932500.0
2020-07-24,MLCF,Maple Leaf Cement Factory Ltd.,30.42,1.35,7126000.0
2020-07-24,MTL,Millat Tractors Limited,806.79,1.63,36400.0
2020-07-24,NBP,National Bank Of Pakistan.,29.73,1.36,2546000.0
2020-07-24,NML,Nishat Mills Ltd.,90.8,1.29,575000.0
2020-07-24,OGDC,Oil & Gas Development Company Limited,114.71,6.67,1638264.0
2020-07-24,PAEL,Pak Elektron Limited,28.91,0.65,8992000.0
2020-07-24,POL,Pakistan Oilfields Limited,391.89,4.58,237885.0
2020-07-24,PPL,Pakistan Petroleum Limited.,98.0,5.88,3663147.0
2020-07-24,PSO,Pakistan State Oil Co Ltd.,174.37,3.32,919898.0
2020-07-24,SEARL,The Searle Company Ltd.,223.58,1.93,711700.0
2020-07-24,SNGP,Sui Northern Gas Pipelines Limited,54.54,1.4,4244000.0
2020-07-24,TRG,TRG Pakistan Ltd.,38.28,1.6,13714500.0
2020-07-24,UBL,United Bank Limited,111.26,4.91,3532762.0
2020-07-27,ATRL,Attock Refinery Limited,115.46,0.44,1685000.0
2020-07-27,BAFL,Bank Alfalah Limited,37.33,2.34,7901342.0
2020-07-27,BAHL,Bank Al-Habib Ltd.,60.5,3.86,1389050.0
2020-07-27,DGKC,D. G. Khan Cement Co. Ltd.,101.56,1.97,4031500.0
2020-07-27,EFERT,Engro Fertilizers Limited,64.52,3.43,2408420.0
2020-07-27,ENGRO,Engro Corporation Limited.,307.96,8.62,686972.0
2020-07-27,EPCL,Engro Polymer & Chemicals Ltd.,30.51,0.86,878500.0
2020-07-27,FCCL,Fauji Cement Company Limited,19.79,1.33,4203000.0
2020-07-27,FFC,Fauji Fertilizer Company Limited,111.96,6.92,1305023.0
2020-07-27,HBL,Habib Bank Limited,122.01,7.91,3882172.0
2020-07-27,HUBC,The Hub Power Company Limited,77.67,6.68,2252104.0
2020-07-27,ISL,International Steels Limited.,62.49,0.72,2814000.0
2020-07-27,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.44,0.42,3374000.0
2020-07-27,LUCK,Lucky Cement Limited.,545.08,6.23,1089358.0
2020-07-27,MARI,Mari Petroleum Company Ltd.,1335.05,3.15,38420.0
2020-07-27,MCB,MCB Bank Limited,174.19,6.38,409949.0
2020-07-27,MEBL,Meezan Bank Limited,80.42,2.28,2289500.0
2020-07-27,MLCF,Maple Leaf Cement Factory Ltd.,30.71,1.34,12358000.0
2020-07-27,MTL,Millat Tractors Limited,857.93,1.7,166450.0
2020-07-27,NBP,National Bank Of Pakistan.,30.38,1.36,3161000.0
2020-07-27,NML,Nishat Mills Ltd.,91.56,1.28,305500.0
2020-07-27,OGDC,Oil & Gas Development Company Limited,115.01,6.56,1140022.0
2020-07-27,PAEL,Pak Elektron Limited,30.79,0.68,28921000.0
2020-07-27,POL,Pakistan Oilfields Limited,393.2,4.51,127815.0
2020-07-27,PPL,Pakistan Petroleum Limited.,99.59,5.86,4194054.0
2020-07-27,PSO,Pakistan State Oil Co Ltd.,175.27,3.27,991349.0
2020-07-27,SEARL,The Searle Company Ltd.,228.47,1.93,1392900.0
2020-07-27,SNGP,Sui Northern Gas Pipelines Limited,54.31,1.37,4064500.0
2020-07-27,TRG,TRG Pakistan Ltd.,41.15,1.69,19999500.0
2020-07-27,UBL,United Bank Limited,113.91,4.93,4121041.0
2020-07-28,ATRL,Attock Refinery Limited,123.31,0.46,5224500.0
2020-07-28,BAFL,Bank Alfalah Limited,37.88,2.35,13656179.0
2020-07-28,BAHL,Bank Al-Habib Ltd.,62.38,3.94,621189.0
2020-07-28,DGKC,D. G. Khan Cement Co. Ltd.,102.87,1.97,5816000.0
2020-07-28,EFERT,Engro Fertilizers Limited,64.57,3.39,2550257.0
2020-07-28,ENGRO,Engro Corporation Limited.,308.36,8.54,1111912.0
2020-07-28,EPCL,Engro Polymer & Chemicals Ltd.,31.21,0.87,1083500.0
2020-07-28,FCCL,Fauji Cement Company Limited,19.87,1.32,4346500.0
2020-07-28,FFC,Fauji Fertilizer Company Limited,111.76,6.83,719509.0
2020-07-28,HBL,Habib Bank Limited,123.32,7.9,2138733.0
2020-07-28,HUBC,The Hub Power Company Limited,77.96,6.63,2723456.0
2020-07-28,ISL,International Steels Limited.,66.37,0.76,5866500.0
2020-07-28,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.82,0.42,11029500.0
2020-07-28,LUCK,Lucky Cement Limited.,559.3,6.32,1592868.0
2020-07-28,MARI,Mari Petroleum Company Ltd.,1345.43,3.14,16580.0
2020-07-28,MCB,MCB Bank Limited,177.02,6.42,310138.0
2020-07-28,MEBL,Meezan Bank Limited,85.51,2.4,2155000.0
2020-07-28,MLCF,Maple Leaf Cement Factory Ltd.,31.77,1.37,26160500.0
2020-07-28,MTL,Millat Tractors Limited,856.06,1.68,35300.0
2020-07-28,NBP,National Bank Of Pakistan.,30.64,1.36,3055000.0
2020-07-28,NML,Nishat Mills Ltd.,94.08,1.3,1232000.0
2020-07-28,OGDC,Oil & Gas Development Company Limited,114.81,6.47,1788008.0
2020-07-28,PAEL,Pak Elektron Limited,31.03,0.67,26292500.0
2020-07-28,POL,Pakistan Oilfields Limited,394.71,4.48,170715.0
2020-07-28,PPL,Pakistan Petroleum Limited.,99.79,5.81,7551507.0
2020-07-28,PSO,Pakistan State Oil Co Ltd.,175.11,3.23,1014174.0
2020-07-28,SEARL,The Searle Company Ltd.,230.78,1.93,1881500.0
2020-07-28,SNGP,Sui Northern Gas Pipelines Limited,55.62,1.39,4408000.0
2020-07-28,TRG,TRG Pakistan Ltd.,44.23,1.79,9405500.0
2020-07-28,UBL,United Bank Limited,113.91,4.87,1902041.0
2020-07-29,ATRL,Attock Refinery Limited,124.75,0.46,4600000.0
2020-07-29,BAFL,Bank Alfalah Limited,37.55,2.32,4394553.0
2020-07-29,BAHL,Bank Al-Habib Ltd.,63.06,3.96,1059029.0
2020-07-29,DGKC,D. G. Khan Cement Co. Ltd.,102.67,1.96,10890000.0
2020-07-29,EFERT,Engro Fertilizers Limited,65.03,3.4,3106695.0
2020-07-29,ENGRO,Engro Corporation Limited.,309.79,8.54,929026.0
2020-07-29,EPCL,Engro Polymer & Chemicals Ltd.,31.25,0.86,979000.0
2020-07-29,FCCL,Fauji Cement Company Limited,20.44,1.35,12352000.0
2020-07-29,FFC,Fauji Fertilizer Company Limited,110.52,6.73,1427692.0
2020-07-29,HBL,Habib Bank Limited,121.19,7.73,1447005.0
2020-07-29,HUBC,The Hub Power Company Limited,79.4,6.72,7480718.0
2020-07-29,ISL,International Steels Limited.,65.77,0.75,5905500.0
2020-07-29,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.82,0.42,7179000.0
2020-07-29,LUCK,Lucky Cement Limited.,568.77,6.4,1954914.0
2020-07-29,MARI,Mari Petroleum Company Ltd.,1359.0,3.15,32940.0
2020-07-29,MCB,MCB Bank Limited,177.26,6.4,651464.0
2020-07-29,MEBL,Meezan Bank Limited,83.93,2.35,1984000.0
2020-07-29,MLCF,Maple Leaf Cement Factory Ltd.,32.1,1.38,20517500.0
2020-07-29,MTL,Millat Tractors Limited,854.3,1.67,32900.0
2020-07-29,NBP,National Bank Of Pakistan.,30.96,1.37,2624500.0
2020-07-29,NML,Nishat Mills Ltd.,95.79,1.32,2033500.0
2020-07-29,OGDC,Oil & Gas Development Company Limited,115.33,6.47,2538015.0
2020-07-29,PAEL,Pak Elektron Limited,32.08,0.69,35319500.0
2020-07-29,POL,Pakistan Oilfields Limited,399.76,4.51,613232.0
2020-07-29,PPL,Pakistan Petroleum Limited.,101.04,5.86,13088719.0
2020-07-29,PSO,Pakistan State Oil Co Ltd.,177.9,3.27,2875853.0
2020-07-29,SEARL,The Searle Company Ltd.,235.91,1.96,3286300.0
2020-07-29,SNGP,Sui Northern Gas Pipelines Limited,55.8,1.39,3808000.0
2020-07-29,TRG,TRG Pakistan Ltd.,44.8,1.81,30782000.0
2020-07-29,UBL,United Bank Limited,113.12,4.82,1720816.0
2020-07-30,ATRL,Attock Refinery Limited,134.1,0.49,6185500.0
2020-07-30,BAFL,Bank Alfalah Limited,37.27,2.28,2184112.0
2020-07-30,BAHL,Bank Al-Habib Ltd.,63.66,3.96,181330.0
2020-07-30,DGKC,D. G. Khan Cement Co. Ltd.,104.1,1.96,5588000.0
2020-07-30,EFERT,Engro Fertilizers Limited,66.62,3.45,6169503.0
2020-07-30,ENGRO,Engro Corporation Limited.,313.34,8.55,841173.0
2020-07-30,EPCL,Engro Polymer & Chemicals Ltd.,31.12,0.85,972500.0
2020-07-30,FCCL,Fauji Cement Company Limited,20.98,1.37,13073500.0
2020-07-30,FFC,Fauji Fertilizer Company Limited,110.74,6.67,865628.0
2020-07-30,HBL,Habib Bank Limited,122.53,7.74,715589.0
2020-07-30,HUBC,The Hub Power Company Limited,80.77,6.77,2645936.0
2020-07-30,ISL,International Steels Limited.,66.68,0.75,2608000.0
2020-07-30,LOTCHEM,Lotte Chemical Pakistan Ltd.,13.09,0.43,10356500.0
2020-07-30,LUCK,Lucky Cement Limited.,581.46,6.48,1413292.0
2020-07-30,MARI,Mari Petroleum Company Ltd.,1374.05,3.16,25900.0
2020-07-30,MCB,MCB Bank Limited,177.4,6.34,339879.0
2020-07-30,MEBL,Meezan Bank Limited,84.7,2.34,507500.0
2020-07-30,MLCF,Maple Leaf Cement Factory Ltd.,32.45,1.38,16935500.0
2020-07-30,MTL,Millat Tractors Limited,853.78,1.65,9000.0
2020-07-30,NBP,National Bank Of Pakistan.,30.91,1.35,899000.0
2020-07-30,NML,Nishat Mills Ltd.,95.64,1.3,1207500.0
2020-07-30,OGDC,Oil & Gas Development Company Limited,114.55,6.36,3037007.0
2020-07-30,PAEL,Pak Elektron Limited,32.1,0.69,18067000.0
2020-07-30,POL,Pakistan Oilfields Limited,407.35,4.55,213651.0
2020-07-30,PPL,Pakistan Petroleum Limited.,99.57,5.71,7734839.0
2020-07-30,PSO,Pakistan State Oil Co Ltd.,180.91,3.29,2483784.0
2020-07-30,SEARL,The Searle Company Ltd.,252.21,2.08,5428200.0
2020-07-30,SNGP,Sui Northern Gas Pipelines Limited,55.42,1.36,3543500.0
2020-07-30,TRG,TRG Pakistan Ltd.,47.5,1.9,27910000.0
2020-07-30,UBL,United Bank Limited,113.8,4.8,1862708.0
2020-08-03,ATRL,Attock Refinery Limited,143.04,0.52,6638500.0
2020-08-03,BAFL,Bank Alfalah Limited,38.15,2.3,6738098.0
2020-08-03,BAHL,Bank Al-Habib Ltd.,64.6,3.96,1029220.0
2020-08-03,DGKC,D. G. Khan Cement Co. Ltd.,106.27,1.98,17432000.0
2020-08-03,EFERT,Engro Fertilizers Limited,67.26,3.43,1989086.0
2020-08-03,ENGRO,Engro Corporation Limited.,317.46,8.54,1267545.0
2020-08-03,EPCL,Engro Polymer & Chemicals Ltd.,32.04,0.86,10089500.0
2020-08-03,FCCL,Fauji Cement Company Limited,21.45,1.38,21243500.0
2020-08-03,FFC,Fauji Fertilizer Company Limited,110.97,6.59,1773591.0
2020-08-03,HBL,Habib Bank Limited,127.53,7.94,2711884.0
2020-08-03,HUBC,The Hub Power Company Limited,81.46,6.73,5341202.0
2020-08-03,ISL,International Steels Limited.,71.61,0.79,10289000.0
2020-08-03,LOTCHEM,Lotte Chemical Pakistan Ltd.,13.15,0.42,5310000.0
2020-08-03,LUCK,Lucky Cement Limited.,600.01,6.59,3541142.0
2020-08-03,MARI,Mari Petroleum Company Ltd.,1350.3,3.06,63280.0
2020-08-03,MCB,MCB Bank Limited,177.23,6.24,559364.0
2020-08-03,MEBL,Meezan Bank Limited,84.02,2.29,2404000.0
2020-08-03,MLCF,Maple Leaf Cement Factory Ltd.,33.78,1.42,34912500.0
2020-08-03,MTL,Millat Tractors Limited,865.77,1.65,23800.0
2020-08-03,NBP,National Bank Of Pakistan.,31.79,1.37,2857000.0
2020-08-03,NML,Nishat Mills Ltd.,98.44,1.32,4372000.0
2020-08-03,OGDC,Oil & Gas Development Company Limited,114.2,6.25,2328831.0
2020-08-03,PAEL,Pak Elektron Limited,32.61,0.69,24971500.0
2020-08-03,POL,Pakistan Oilfields Limited,405.27,4.46,382331.0
2020-08-03,PPL,Pakistan Petroleum Limited.,98.72,5.58,5654469.0
2020-08-03,PSO,Pakistan State Oil Co Ltd.,185.83,3.33,4817113.0
2020-08-03,SEARL,The Searle Company Ltd.,263.82,2.14,4680500.0
2020-08-03,SNGP,Sui Northern Gas Pipelines Limited,56.03,1.36,3389000.0
2020-08-03,TRG,TRG Pakistan Ltd.,50.89,2.0,29894000.0
2020-08-03,UBL,United Bank Limited,116.09,4.82,3297252.0
2020-08-04,ATRL,Attock Refinery Limited,132.94,0.49,5577000.0
2020-08-04,BAFL,Bank Alfalah Limited,37.4,2.28,6750786.0
2020-08-04,BAHL,Bank Al-Habib Ltd.,64.35,3.98,762979.0
2020-08-04,DGKC,D. G. Khan Cement Co. Ltd.,102.09,1.92,11516000.0
2020-08-04,EFERT,Engro Fertilizers Limited,66.55,3.43,2334809.0
2020-08-04,ENGRO,Engro Corporation Limited.,319.2,8.67,1871924.0
2020-08-04,EPCL,Engro Polymer & Chemicals Ltd.,30.61,0.83,7215500.0
2020-08-04,FCCL,Fauji Cement Company Limited,21.0,1.37,7996500.0
2020-08-04,FFC,Fauji Fertilizer Company Limited,109.62,6.57,1451731.0
2020-08-04,HBL,Habib Bank Limited,128.02,8.04,3657284.0
2020-08-04,HUBC,The Hub Power Company Limited,81.58,6.8,9948850.0
2020-08-04,ISL,International Steels Limited.,69.63,0.78,8828000.0
2020-08-04,LOTCHEM,Lotte Chemical Pakistan Ltd.,12.91,0.42,4968500.0
2020-08-04,LUCK,Lucky Cement Limited.,583.26,6.46,2642222.0
2020-08-04,MARI,Mari Petroleum Company Ltd.,1340.96,3.06,40900.0
2020-08-04,MCB,MCB Bank Limited,176.91,6.29,1186734.0
2020-08-04,MEBL,Meezan Bank Limited,81.2,2.24,1568500.0
2020-08-04,MLCF,Maple Leaf Cement Factory Ltd.,32.75,1.39,20586000.0
2020-08-04,MTL,Millat Tractors Limited,861.05,1.65,16650.0
2020-08-04,NBP,National Bank Of Pakistan.,31.38,1.36,3682500.0
2020-08-04,NML,Nishat Mills Ltd.,96.03,1.3,2438000.0
2020-08-04,OGDC,Oil & Gas Development Company Limited,112.03,6.19,4074881.0
2020-08-04,PAEL,Pak Elektron Limited,32.67,0.7,41724000.0
2020-08-04,POL,Pakistan Oilfields Limited,400.07,4.45,454073.0
2020-08-04,PPL,Pakistan Petroleum Limited.,98.8,5.64,8143233.0
2020-08-04,PSO,Pakistan State Oil Co Ltd.,180.27,3.26,3922264.0
